review_id,feature,shopping_stage,pain_point,exploration_barrier,user_need,discovery_method,category_mentioned,sentiment,severity,exploration_banner
9773,Delivery,Delivery,Orders get cancelled by delivery persons.,Trust,Reliable order delivery.,Unknown,Unknown,Negative,High,
9775,General Experience,Browsing,Unknown,Habit,Unknown,Unknown,Groceries,Neutral,Low,
9791,General Experience,Discovery,Prefer local shops over apps.,Habit,Support local vendors.,Unknown,Unknown,Negative,Medium,
9795,Pricing,Discovery,Physical stores are preferred over apps.,Habit,Better offline availability.,Unknown,Groceries,Negative,Medium,
9798,General Experience,Discovery,Unknown,Habit,Support local vendors.,Unknown,Unknown,Neutral,Low,
9801,Categories,Browsing,User interface is bad.,App Experience,Better user interface.,Unknown,Unknown,Negative,Medium,
9802,Pricing,Browsing,Prices are higher on quick commerce.,Price Concern,Lower prices.,Unknown,Unknown,Negative,High,
9804,General Experience,Discovery,Quick delivery is unnecessary when shops are nearby.,Habit,Encourage local shopping.,Unknown,Unknown,Negative,Low,
9807,General Experience,Discovery,Apps track user activity.,App Experience,Non-tracking browsing options.,Unknown,Unknown,Negative,Medium,
9809,General Experience,Browsing,Service is not convenient.,App Experience,Better convenience.,Unknown,Unknown,Negative,Medium,
9813,General Experience,Discovery,Prefer physical markets for groceries.,Habit,Better offline options.,Unknown,Groceries,Neutral,Low,
9817,Inventory,Selection,Products are frequently out of stock.,Limited Information,Better inventory availability.,Unknown,Unknown,Negative,High,
9818,Inventory,Discovery,Items often out of stock or undelivered.,Trust,Reliable stock availability.,Unknown,Unknown,Negative,Medium,
9830,General Experience,Discovery,Prefer buying offline ration.,Habit,Unknown,Unknown,Groceries,Neutral,Low,
9839,General Experience,Discovery,Prefer exploring physical shops.,Habit,More offline shopping.,Unknown,Unknown,Negative,Low,
9842,Delivery,Discovery,Service not available in area.,Lack of Awareness,Service expansion to all areas.,Unknown,Unknown,Negative,High,
9843,Pricing,Discovery,Prices increase over time.,Price Concern,Consistent low pricing.,Unknown,Unknown,Negative,Medium,
9844,Pricing,Discovery,Monopoly leads to higher rates.,Price Concern,Fair pricing structure.,Unknown,Unknown,Negative,High,
9846,Delivery,Delivery,Quick delivery concept is impractical.,Habit,Realistic delivery expectations.,Unknown,Unknown,Mixed,Medium,
9847,General Experience,Discovery,Prefer walking to physical markets.,Habit,Unknown,Unknown,Unknown,Neutral,Low,
9848,Delivery,Delivery,Delivery times are manipulated and item quality is poor.,Trust,Reliable delivery and better quality items.,Unknown,Groceries,Negative,High,
9851,General Experience,Browsing,App update shows mostly undeliverable locations.,App Experience,Fix location availability issues in the app.,Unknown,Unknown,Negative,High,
9853,Delivery,Post-Purchase,Poor service and mishandled customer complaints.,Trust,Better customer service and trained staff.,Unknown,Groceries,Negative,High,
9971,General Experience,Browsing,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
9972,Categories,Discovery,Unsure if hardware products are available.,Lack of Awareness,Clear availability of hardware products.,Categories,Unknown,Neutral,Low,
9973,Delivery,Delivery,Unknown,Unknown,Unknown,Unknown,Groceries,Positive,Low,
9974,General Experience,Checkout,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
9978,Pricing,Checkout,Unknown,Price Concern,Reasonable delivery charges.,Unknown,Groceries,Positive,Low,
9982,Inventory,Selection,Quality of fresh organic produce is below par.,Trust,Better quality fresh produce.,Unknown,Groceries,Negative,High,
9983,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
10002,Inventory,Discovery,Quick commerce platforms do not onboard new brands.,Lack of Awareness,Onboarding for early-stage startup brands.,Unknown,Unknown,Neutral,Medium,
10013,Categories,Discovery,Non-essential products like clothes are not bought here.,Habit,Focus on daily essentials and groceries.,Categories,Groceries,Neutral,Medium,
10022,Inventory,Selection,Fresh groceries delivered have consistently been the worst quality.,Trust,Better quality fresh groceries.,Unknown,Groceries,Mixed,High,
10031,Delivery,Delivery,Unknown,Unknown,Fast delivery of electronics.,Unknown,Electronics,Positive,Low,
10032,Pricing,Checkout,Unknown,Price Concern,Affordable delivery charges for bulk orders.,Unknown,Groceries,Positive,Low,
10042,Pricing,Selection,Unknown,Price Concern,Cheaper branded products.,Unknown,Unknown,Positive,Low,
10043,Pricing,Selection,Unknown,Price Concern,Better pricing and faster service.,Unknown,Unknown,Positive,Low,
10046,General Experience,Post-Purchase,Customer service relies on useless AI bots and lacks support.,App Experience,Better customer service and easy returns.,Unknown,Unknown,Negative,High,
10051,Pricing,Discovery,Platforms charge high commissions from sellers.,Price Concern,Lower commission rates for sellers.,Unknown,Snacks & Beverages,Negative,High,
10052,Pricing,Discovery,High margins charged to sellers make big products unsustainable.,Price Concern,Sustainable seller margins for big products.,Unknown,Electronics,Neutral,Medium,
10053,Pricing,Browsing,Products have varying price points making direct value comparisons difficult.,Price Concern,Fair and clear pricing across categories.,Unknown,Household Essentials,Neutral,Low,
10056,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
10057,General Experience,Delivery,Unknown,No Need,Fast and reliable delivery.,Unknown,Groceries,Positive,Low,
10058,Delivery,Discovery,Unknown,Habit,Instant delivery services.,Unknown,Groceries,Positive,Low,
10061,Pricing,Browsing,Competitors offer better pricing for the same products.,Price Concern,Competitive pricing for instant delivery.,Unknown,Groceries,Neutral,Medium,
10064,Pricing,Browsing,Prices are higher compared to other e-commerce platforms.,Price Concern,Lower prices compared to competitors.,Unknown,Groceries,Mixed,Medium,
10065,Pricing,Browsing,Products are priced higher than the maximum retail price.,Price Concern,Transparent MRP pricing.,Unknown,Groceries,Negative,High,
10079,Delivery,Discovery,Traditional delivery takes too many days.,Habit,Immediate product availability.,Unknown,Groceries,Positive,Low,
10080,Checkout,Post-Purchase,Return policy and complaint response are too poor.,Trust,Better customer support and return policy.,Unknown,Unknown,Negative,High,
10083,Pricing,Browsing,High online prices create friction for purchases.,Price Concern,Justified pricing for convenience.,Unknown,Groceries,Mixed,Medium,
10086,General Experience,Browsing,Unknown,Habit,Convenient doorstep delivery.,Unknown,Groceries,Neutral,Low,
10095,Inventory,Discovery,High storage costs for sellers on the platform.,Unknown,Lower seller storage costs.,Unknown,Unknown,Mixed,Medium,
10096,Inventory,Discovery,Delivery availability is limited across India.,Lack of Awareness,Wider serviceability across all regions.,Unknown,Unknown,Negative,High,
10108,General Experience,Browsing,High spending on quick commerce apps.,Price Concern,Better control over spending.,Unknown,Groceries,Negative,Low,
10122,Delivery,Checkout,High order value required for free delivery.,Price Concern,Lower minimum order value for free delivery.,Unknown,Groceries,Neutral,Medium,
10127,Offers,Discovery,Initial free deliveries and offers changed over time.,Habit,Consistent offers and high product quality.,Offers,Groceries,Positive,Low,
10129,Pricing,Browsing,High price sensitivity among users.,Price Concern,Affordable pricing options.,Unknown,Groceries,Neutral,Medium,
10132,General Experience,Discovery,Unknown,Habit,Local fast delivery services.,Unknown,Groceries,Positive,Low,
10136,General Experience,Browsing,Uncontrolled spending by dependent family members.,Price Concern,Spending controls or budget alerts.,Unknown,Groceries,Negative,Medium,
10140,Pricing,Browsing,Dynamic pricing based on device type feels unfair.,Price Concern,Equal pricing across all smartphone devices.,Unknown,Electronics,Negative,High,
10163,Delivery,Delivery,Unknown,Unknown,Reliable 24/7 delivery convenience.,Unknown,Groceries,Positive,Low,
10170,Delivery,Delivery,Unknown,Unknown,Superfast delivery services.,Unknown,Unknown,Positive,Low,
10174,Inventory,Discovery,Unclear warehouse storage conditions and item hygiene.,Trust,Transparent warehouse storage and handling information.,Unknown,Groceries,Negative,Medium,
10176,Checkout,Post-Purchase,Electronics have no return option available.,App Experience,Return options for electronics.,Unknown,Electronics,Negative,High,
10177,General Experience,Post-Purchase,Focus on quantity over quality affects sustainability.,Unknown,Better quality control and sustainability.,Unknown,Unknown,Negative,Medium,
10178,Checkout,Post-Purchase,Horrible and complicated return and replacement policy.,Trust,Simple and hassle-free returns.,Unknown,Unknown,Negative,High,
10186,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
10188,Pricing,Selection,Unknown,Price Concern,Balanced convenience and cost.,Unknown,Unknown,Neutral,Low,
10199,Inventory,Delivery,Expired items delivered repeatedly.,Trust,Fresh products without expiration issues.,Unknown,Snacks & Beverages,Negative,High,
10202,Pricing,Selection,Local stores charge over MRP for cold drinks.,Price Concern,Fair pricing on beverages.,Unknown,Snacks & Beverages,Neutral,Low,
10213,Pricing,Selection,Unknown,Price Concern,Competitive pricing compared to local stores.,Unknown,Groceries,Positive,Low,
10224,Homepage,Discovery,Unknown,Unknown,Clean UI and reliable app navigation.,Homepage,Unknown,Positive,Low,
10235,General Experience,Discovery,Unknown,No Need,Affordable delivery services.,Unknown,Unknown,Neutral,Low,
10236,Delivery,Discovery,Unknown,Unknown,Better operating strategy transparency.,Unknown,Unknown,Neutral,Low,
10239,General Experience,Discovery,Unknown,Price Concern,Affordable online shopping options.,Unknown,Unknown,Neutral,Low,
10241,Delivery,Discovery,Delivery and additional charges.,Habit,Habit-forming convenience before extra charges.,Unknown,Groceries,Neutral,Medium,
10247,General Experience,Discovery,Unknown,No Need,Controlled consumption and savings.,Unknown,Unknown,Neutral,Low,
10248,Pricing,Selection,Unpredictable pricing and extra charges.,Price Concern,Consistent pricing and clear convenience costs.,Unknown,Unknown,Neutral,Low,
10251,General Experience,Discovery,Unknown,Unknown,Time-saving delivery services.,Unknown,Unknown,Positive,Low,
10259,Pricing,Selection,Local kirana stores sell at MRP.,Price Concern,Better pricing on quick commerce.,Unknown,Groceries,Positive,Low,
10262,General Experience,Checkout,Users refuse to pay subscription fees.,Price Concern,Free services without subscriptions.,Unknown,Unknown,Negative,Medium,
10263,General Experience,Selection,Unknown,Unknown,Fast product delivery.,Unknown,Unknown,Positive,Low,
10264,Offers,Discovery,Unknown,Lack of Awareness,Free items and offers.,Offers,Household Essentials,Positive,Low,
10265,General Experience,Discovery,Unknown,Lack of Awareness,Products built for specific users.,Unknown,Unknown,Positive,Low,
10267,Inventory,Discovery,Forgotten items needed urgently.,Habit,Fast delivery of urgent items.,Unknown,Baby Care,Positive,Medium,
10271,General Experience,Browsing,App UI and user experience is worst.,App Experience,Better app UI and user experience.,Unknown,Unknown,Negative,High,
10274,Pricing,Checkout,Wasting money on purchases.,Price Concern,Save money on purchases.,Unknown,Unknown,Negative,Medium,
10275,General Experience,Post-Purchase,Bad products sent with no return policy.,Trust,Easy product returns.,Unknown,Unknown,Negative,High,
10279,General Experience,Discovery,Platform only works in metro cities.,Lack of Awareness,Better availability in non-metro areas.,Unknown,Groceries,Negative,Medium,
10291,General Experience,Browsing,Only works in tier 1 cities.,Price Concern,Affordable options for middle class.,Unknown,Unknown,Negative,Medium,
10300,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
10302,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
10309,Delivery,Delivery,Customer service and delivery are hard to beat.,Unknown,Reliable customer service and delivery.,Unknown,Unknown,Positive,Low,
10317,General Experience,Discovery,Unknown,Unknown,Targeted marketing insights.,Unknown,Unknown,Neutral,Low,
10325,Pricing,Browsing,Local shops offer better discounts on goods.,Price Concern,Better discounts and pricing.,Unknown,Groceries,Negative,Medium,
10330,Inventory,Browsing,Dark stores lack stock for high value items.,Limited Information,Consistent stock of high value items.,Unknown,Electronics,Neutral,High,
10333,General Experience,Post-Purchase,No return policy available on Blinkit.,Trust,Easy return policies.,Unknown,Unknown,Negative,High,
10341,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
10342,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
10344,Inventory,Delivery,Security issues with high value items like TVs.,Trust,Better security for high value items.,Unknown,Electronics,Neutral,High,
10354,Inventory,Browsing,Catalog is limited for high-ticket electronics.,Limited Information,Better product catalogs for electronics.,Unknown,Electronics,Mixed,Medium,
10358,Pricing,Browsing,Unknown,Unknown,Lower prices on electronics.,Unknown,Electronics,Positive,Low,
10359,Homepage,Discovery,Unknown,Lack of Awareness,Better personalized recommendations.,Homepage,Unknown,Neutral,Low,
10361,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
10364,Pricing,Browsing,Blinkit products are costlier than competitors.,Price Concern,Lower prices.,Unknown,Groceries,Negative,Medium,
10370,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
10375,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
10376,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
10384,Inventory,Post-Purchase,Received a used and fake electronic product.,Trust,Authentic products.,Unknown,Electronics,Negative,High,
